idhh	idperson	idorighh	idorigperson	idpartner	idmother	idfather	dct	drgn1	drgn2	dwt	drgur	dag	dgn	dms	dec	deh	dey	les	yem	yse	dra	yiy	ypt	yprrt	poa	bot_s	bfa01_s	bfa02_s	bdioa_s	bchmt_s	bun_s	tin_s	tscee_s	tscse_s	tscot_s	tscer_s	ils_dispy	ils_origy	ils_earns	ils_benmt	ils_bennt	ils_ben	ils_bensim	ils_tax	ils_taxsim	ils_sicdy	ils_sicer	ils_sicee	ils_sicse	ils_pen	ils_b1_bun	ils_b2_bfaed	ils_b2_bsaho	ils_b2_penhl	sid_h
285	28501	0	0	28502	28503	28504	0	0	0	1	0	37	1	2	0	2	0	3	2840	0	0	0	0	0	0	56,25	0	0	0	0	0	12,11	258,2	0	0	568	2625,94	2840	2840	56,25	0	56,25	56,25	12,11	12,11	826,2	568	258,2	0	0	0	0	56,25	0	1613066279
285	28502	0	0	28501	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
285	28503	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
285	28504	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
285	28505	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
285	28506	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
285	28507	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
286	28601	0	0	28602	28603	28604	0	0	0	1	0	37	1	2	0	2	0	3	2850	0	0	0	0	0	0	56,25	0	0	0	0	0	12,64	259,4	0	0	570	2634,22	2850	2850	56,25	0	56,25	56,25	12,64	12,64	829,4	570	259,4	0	0	0	0	56,25	0	1613066279
286	28602	0	0	28601	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
286	28603	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
286	28604	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
286	28605	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
286	28606	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
286	28607	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
287	28701	0	0	28702	28703	28704	0	0	0	1	0	37	1	2	0	2	0	3	2860	0	0	0	0	0	0	56,25	0	0	0	0	0	13,17	260,6	0	0	572	2642,49	2860	2860	56,25	0	56,25	56,25	13,17	13,17	832,6	572	260,6	0	0	0	0	56,25	0	1613066279
287	28702	0	0	28701	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
287	28703	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
287	28704	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
287	28705	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
287	28706	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
287	28707	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
288	28801	0	0	28802	28803	28804	0	0	0	1	0	37	1	2	0	2	0	3	2870	0	0	0	0	0	0	56,25	0	0	0	0	0	13,69	261,8	0	0	574	2650,76	2870	2870	56,25	0	56,25	56,25	13,69	13,69	835,8	574	261,8	0	0	0	0	56,25	0	1613066279
288	28802	0	0	28801	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
288	28803	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
288	28804	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
288	28805	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
288	28806	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
288	28807	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
289	28901	0	0	28902	28903	28904	0	0	0	1	0	37	1	2	0	2	0	3	2880	0	0	0	0	0	0	56,25	0	0	0	0	0	14,22	263	0	0	576	2659,03	2880	2880	56,25	0	56,25	56,25	14,22	14,22	839	576	263	0	0	0	0	56,25	0	1613066279
289	28902	0	0	28901	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
289	28903	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
289	28904	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
289	28905	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
289	28906	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
289	28907	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
290	29001	0	0	29002	29003	29004	0	0	0	1	0	37	1	2	0	2	0	3	2890	0	0	0	0	0	0	56,25	0	0	0	0	0	14,75	264,2	0	0	578	2667,3	2890	2890	56,25	0	56,25	56,25	14,75	14,75	842,2	578	264,2	0	0	0	0	56,25	0	1613066279
290	29002	0	0	29001	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
290	29003	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
290	29004	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
290	29005	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
290	29006	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
290	29007	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
291	29101	0	0	29102	29103	29104	0	0	0	1	0	37	1	2	0	2	0	3	2900	0	0	0	0	0	0	56,25	0	0	0	0	0	15,28	265,4	0	0	580	2675,58	2900	2900	56,25	0	56,25	56,25	15,28	15,28	845,4	580	265,4	0	0	0	0	56,25	0	1613066279
291	29102	0	0	29101	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
291	29103	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
291	29104	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
291	29105	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
291	29106	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
291	29107	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
292	29201	0	0	29202	29203	29204	0	0	0	1	0	37	1	2	0	2	0	3	2910	0	0	0	0	0	0	56,25	0	0	0	0	0	15,81	266,6	0	0	582	2683,85	2910	2910	56,25	0	56,25	56,25	15,81	15,81	848,6	582	266,6	0	0	0	0	56,25	0	1613066279
292	29202	0	0	29201	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
292	29203	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
292	29204	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
292	29205	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
292	29206	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
292	29207	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
293	29301	0	0	29302	29303	29304	0	0	0	1	0	37	1	2	0	2	0	3	2920	0	0	0	0	0	0	56,25	0	0	0	0	0	16,33	267,8	0	0	584	2692,12	2920	2920	56,25	0	56,25	56,25	16,33	16,33	851,8	584	267,8	0	0	0	0	56,25	0	1613066279
293	29302	0	0	29301	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
293	29303	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
293	29304	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
293	29305	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
293	29306	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
293	29307	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
294	29401	0	0	29402	29403	29404	0	0	0	1	0	37	1	2	0	2	0	3	2930	0	0	0	0	0	0	56,25	0	0	0	0	0	16,86	269	0	0	586	2700,39	2930	2930	56,25	0	56,25	56,25	16,86	16,86	855	586	269	0	0	0	0	56,25	0	1613066279
294	29402	0	0	29401	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
294	29403	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
294	29404	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
294	29405	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
294	29406	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
294	29407	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
295	29501	0	0	29502	29503	29504	0	0	0	1	0	37	1	2	0	2	0	3	2940	0	0	0	0	0	0	56,25	0	0	0	0	0	17,39	270,2	0	0	588	2708,66	2940	2940	56,25	0	56,25	56,25	17,39	17,39	858,2	588	270,2	0	0	0	0	56,25	0	1613066279
295	29502	0	0	29501	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
295	29503	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
295	29504	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
295	29505	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
295	29506	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
295	29507	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
296	29601	0	0	29602	29603	29604	0	0	0	1	0	37	1	2	0	2	0	3	2950	0	0	0	0	0	0	56,25	0	0	0	0	0	17,92	271,4	0	0	590	2716,94	2950	2950	56,25	0	56,25	56,25	17,92	17,92	861,4	590	271,4	0	0	0	0	56,25	0	1613066279
296	29602	0	0	29601	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
296	29603	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
296	29604	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
296	29605	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
296	29606	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
296	29607	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
297	29701	0	0	29702	29703	29704	0	0	0	1	0	37	1	2	0	2	0	3	2960	0	0	0	0	0	0	56,25	0	0	0	0	0	18,45	272,6	0	0	592	2725,21	2960	2960	56,25	0	56,25	56,25	18,45	18,45	864,6	592	272,6	0	0	0	0	56,25	0	1613066279
297	29702	0	0	29701	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
297	29703	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
297	29704	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
297	29705	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
297	29706	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
297	29707	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
298	29801	0	0	29802	29803	29804	0	0	0	1	0	37	1	2	0	2	0	3	2970	0	0	0	0	0	0	56,25	0	0	0	0	0	18,97	273,8	0	0	594	2733,48	2970	2970	56,25	0	56,25	56,25	18,97	18,97	867,8	594	273,8	0	0	0	0	56,25	0	1613066279
298	29802	0	0	29801	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
298	29803	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
298	29804	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
298	29805	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
298	29806	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
298	29807	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
299	29901	0	0	29902	29903	29904	0	0	0	1	0	37	1	2	0	2	0	3	2980	0	0	0	0	0	0	56,25	0	0	0	0	0	19,5	275	0	0	596	2741,75	2980	2980	56,25	0	56,25	56,25	19,5	19,5	871	596	275	0	0	0	0	56,25	0	1613066279
299	29902	0	0	29901	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
299	29903	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
299	29904	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
299	29905	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
299	29906	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
299	29907	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
300	30001	0	0	30002	30003	30004	0	0	0	1	0	37	1	2	0	2	0	3	2990	0	0	0	0	0	0	56,25	0	0	0	0	0	20,03	276,2	0	0	598	2750,02	2990	2990	56,25	0	56,25	56,25	20,03	20,03	874,2	598	276,2	0	0	0	0	56,25	0	1613066279
300	30002	0	0	30001	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
300	30003	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	56,25	0	0	0	0	0	0	0	0	0	0	56,25	0	0	56,25	0	56,25	56,25	0	0	0	0	0	0	0	0	0	56,25	0	1613066279
